directorio,secuencia_p,orden,age,parentesco,p6210,other_job,sex,estrato1,cotPension,regSalud,cuentaPropia,formal,hoursWorkUsual,ocu,oficio,firm_time,sizeFirm,wage,iof1,iof2,iof6,age2,ln_wage
4777715,1,2,46,2,3,2,0,2,2,3,1,0,50,1,55,48,1,,0,0,0,2116,
4777716,1,1,45,1,6,2,0,4,1,1,0,1,40,1,8,60,5,24500,0,0,0,2025,10.1064283965328
4777716,1,2,24,3,6,2,1,4,1,1,0,1,48,1,12,6,2,9654.1669921875,0,0,0,576,9.17514491379069
4777719,1,1,32,1,5,2,1,2,1,1,0,1,60,1,58,12,2,3500,0,0,0,1024,8.16051824747751
4777720,1,1,24,1,6,2,1,4,2,1,0,0,30,1,45,36,2,,0,0,0,576,
4777720,2,2,28,2,6,1,0,4,1,1,0,1,48,1,21,72,5,12638.888671875,0,0,520000,784,9.44453374230665
4777720,2,3,23,5,6,2,0,4,1,1,0,1,48,1,44,18,5,29166.666015625,0,0,0,529,10.2807817613562
4777720,2,1,27,1,6,2,1,4,1,1,0,1,54,1,44,26,5,30246.9140625,0,0,0,729,10.3171494437923
4777722,1,1,50,1,4,2,1,2,2,,0,0,60,1,84,3,2,1944.44445800781,0,0,0,2500,7.57273158955083
4777722,1,2,42,2,4,2,0,2,2,,0,0,50,1,54,9,1,3966.66674804688,0,0,0,1764,8.28568141094753
4777723,1,2,36,2,6,2,0,3,2,1,1,0,40,1,55,36,3,,0,0,0,1296,
4777723,1,1,37,1,6,2,1,3,1,1,0,1,50,1,18,132,5,6533.33349609375,0,0,0,1369,8.78467258146281
4777724,1,3,34,3,6,2,0,2,1,1,0,1,45,1,11,30,4,9333.3330078125,0,0,0,1156,9.141347465612
4777724,1,1,72,1,3,2,1,2,2,3,0,0,48,1,79,204,2,3797.7041015625,0,0,3e+05,5184,8.24215197932255
4777724,1,4,27,9,6,2,1,2,1,1,0,1,48,1,3,48,5,4861.111328125,0,0,0,729,8.4890223590924
4777724,1,6,20,4,6,2,1,2,2,1,0,0,40,1,98,36,2,3500,0,0,0,400,8.16051824747751
4777724,1,2,64,2,4,2,0,2,2,3,0,0,50,1,54,54,1,933.333312988281,0,0,0,4096,6.83876238569692
4777725,1,1,54,1,3,2,0,2,2,3,1,0,70,1,45,240,1,,0,0,0,2916,
4777726,1,1,51,1,6,2,1,4,1,1,1,1,50,1,3,24,5,,0,0,0,2601,
4777726,1,2,50,2,6,2,0,4,1,1,0,1,40,1,32,24,5,11666.6669921875,0,0,0,2500,9.36449107970523
4777727,1,1,29,1,5,2,0,2,1,1,0,1,60,1,58,3,5,3888.88891601562,0,0,0,841,8.26587877011078
4777727,1,2,31,2,3,1,1,2,2,3,1,0,40,1,95,12,1,,0,0,0,961,
4777729,1,1,28,1,5,2,1,2,2,3,1,0,48,1,79,24,2,,0,0,0,784,
4777729,1,2,21,2,5,2,0,2,2,3,0,0,48,1,79,2,2,,0,0,0,441,
4777730,1,2,49,3,4,2,1,2,2,3,1,0,70,1,83,6,1,,0,0,0,2401,
4777731,1,1,48,1,4,2,1,2,2,,1,0,48,1,93,0,1,,0,0,0,2304,
4777732,1,1,28,1,3,2,0,3,2,,1,0,60,1,57,12,4,,0,0,0,784,
4777733,1,1,37,1,5,2,1,1,1,1,0,1,48,1,58,60,5,3797.7041015625,0,0,0,1369,8.24215197932255
4777734,1,1,58,1,3,2,1,3,2,,1,0,36,1,80,240,1,,0,0,0,3364,
4777735,1,2,43,2,6,2,0,3,1,1,0,1,36,1,21,120,4,17500,0,0,0,1849,9.76995615991161
4777735,1,1,46,1,6,2,1,3,1,1,1,1,30,1,12,120,1,,0,0,0,2116,
4777736,1,1,56,1,6,2,1,3,1,1,1,1,50,1,41,365,2,,0,0,1e+06,3136,
4777736,1,3,24,3,6,2,0,3,1,1,1,1,40,1,2,5,5,,0,0,0,576,
4777736,1,2,57,2,6,2,0,3,2,1,1,0,20,1,7,180,1,,8e+05,0,0,3249,
4777737,1,2,25,3,6,2,0,4,1,1,0,1,40,1,39,36,5,,0,0,0,625,
4777738,1,3,23,3,6,2,0,4,1,1,0,1,30,1,21,24,2,,0,0,0,529,
4777738,1,1,58,1,6,2,1,4,1,1,0,1,60,1,21,120,4,,0,0,0,3364,
4777738,1,4,20,3,6,2,1,4,1,1,1,1,8,1,37,24,2,,0,0,0,400,
4777738,1,2,50,2,6,2,0,4,1,1,0,1,60,1,21,72,4,,0,0,0,2500,
4777739,1,2,37,3,6,2,0,3,1,1,0,1,48,1,12,15,5,,0,0,0,1369,
4777740,1,3,48,6,3,2,0,4,1,1,0,1,48,1,54,336,1,3797.7041015625,0,0,0,2304,8.24215197932255
4777741,1,2,37,2,6,2,0,4,1,1,0,1,40,1,30,120,5,23333.333984375,0,0,0,1369,10.0576382602652
4777741,1,1,47,1,6,2,1,4,1,1,0,1,40,1,19,48,5,46666.66796875,0,0,0,2209,10.7507854408251
4777742,1,3,35,3,6,1,0,3,2,,1,0,15,1,38,8,2,,0,0,0,1225,
4777742,1,1,50,1,5,2,0,3,2,1,1,0,54,1,77,60,1,,0,0,0,2500,
4777743,1,4,22,4,6,2,1,4,2,1,0,0,36,1,53,1,2,4148.14794921875,0,0,0,484,8.33041723631671
4777743,1,3,45,3,6,2,0,4,1,1,0,1,40,1,30,2,4,11666.6669921875,0,0,0,2025,9.36449107970523
4777744,1,2,42,2,6,2,0,4,1,1,0,1,70,1,39,48,5,8333.3330078125,0,0,0,1764,9.02801877611973
4777744,1,1,49,1,6,2,1,4,1,1,0,1,50,1,21,216,5,56000,0,0,0,2401,10.9331069697173
4777745,1,2,60,3,5,2,1,3,2,1,1,0,40,1,80,420,1,,0,0,0,3600,
4777745,1,3,62,3,5,2,1,3,2,3,1,0,72,1,80,180,1,,0,0,0,3844,
4777746,1,1,58,1,3,2,1,3,2,,1,0,70,1,80,36,1,,0,0,0,3364,
4777747,1,1,57,1,4,2,1,3,1,1,0,1,50,1,51,240,2,,0,0,0,3249,
4777747,1,2,33,2,5,1,0,3,2,,0,0,50,1,45,24,2,4200,0,0,0,1089,8.34283980427146
4777748,1,1,57,1,6,2,1,3,2,1,0,0,60,1,80,180,2,,0,0,0,3249,
4777749,1,3,37,3,6,2,1,3,2,1,0,0,60,1,38,96,2,,0,0,0,1369,
4777749,1,1,58,1,5,2,1,3,2,1,0,0,60,1,38,60,2,1944.44445800781,0,0,8e+05,3364,7.57273158955083
4777749,1,5,22,3,5,2,1,3,1,1,0,1,56,1,55,2,5,3333.33325195312,0,0,0,484,8.11172805889401
4777749,1,2,59,2,4,2,0,3,2,1,1,0,35,1,94,35,1,,0,0,0,3481,
4777749,1,4,29,3,6,2,1,3,1,1,0,1,40,1,39,30,5,5833.33349609375,0,0,0,841,8.67134389914528
4777751,1,1,36,1,5,2,1,3,1,1,0,1,48,1,39,36,3,4034.72216796875,0,0,0,1296,8.3026927228114
4777751,1,3,63,5,3,2,0,3,2,1,0,0,10,1,97,24,2,14000,0,0,0,3969,9.5468126085974
4777751,1,4,32,5,4,2,0,3,2,1,1,0,45,1,41,80,1,,0,0,0,1024,
4777752,2,1,25,1,5,2,1,4,1,1,0,1,48,1,40,24,3,4861.111328125,0,0,0,625,8.4890223590924
4777753,1,1,33,1,5,2,1,3,1,1,0,1,70,1,98,24,5,5090,0,0,0,1089,8.53503310954457
4777754,1,2,25,3,5,2,0,3,2,1,0,0,48,1,45,1,4,3797.7041015625,0,0,0,625,8.24215197932255
4777755,1,1,37,1,5,2,1,2,1,1,0,1,84,1,3,24,5,2170.11669921875,0,0,0,1369,7.68253622353032
4777756,1,1,43,1,5,2,1,3,1,1,0,1,56,1,21,240,3,6250,0,0,0,1849,8.74033674273045
4777757,1,1,59,1,4,2,1,3,1,1,0,1,44,1,84,120,2,4613.63623046875,0,0,0,3481,8.43677159524175
4777759,1,1,34,1,5,2,1,2,2,,0,0,30,1,84,3,2,3111.11108398438,0,0,0,1156,8.04273520310182
4777761,1,1,47,1,5,2,0,2,1,1,0,1,40,1,32,156,5,9114.490234375,0,0,0,2209,9.11762075953403
4777761,1,3,40,5,5,2,1,2,1,1,0,1,45,1,98,18,5,4407.4072265625,0,0,0,1600,8.3910418650573
4777762,1,2,53,2,5,2,0,2,2,1,0,0,54,1,33,72,3,3456.7900390625,0,0,0,2809,8.14809570306489
4777762,1,1,54,1,4,2,1,2,1,1,0,1,48,1,39,60,4,3797.7041015625,0,0,5e+05,2916,8.24215197932255
4777765,1,1,24,1,5,2,1,1,1,1,0,1,40,1,39,5,4,4557.2451171875,0,0,0,576,8.42447357897409
4777766,1,1,42,1,3,2,1,2,1,1,0,1,48,1,97,5,4,7777.77783203125,0,0,0,1764,8.95902595067072
4777766,1,3,21,3,5,2,1,2,1,1,0,1,48,1,37,1,5,3797.7041015625,0,0,0,441,8.24215197932255
4777766,1,2,37,2,5,2,0,2,2,1,1,0,28,1,38,1,1,,0,0,0,1369,
4777767,1,1,38,1,3,1,1,2,1,1,0,1,48,1,97,9,2,,0,0,0,1444,
4777768,1,3,43,3,5,2,1,2,2,3,1,0,42,1,92,24,1,,0,0,0,1849,
4777768,1,2,52,3,4,2,1,2,2,3,0,0,35,1,95,300,2,,0,0,0,2704,
4777769,1,1,34,1,4,2,1,2,2,3,1,0,48,1,95,4,1,,0,0,0,1156,
4777770,1,5,24,5,5,2,1,3,1,1,0,1,48,1,53,5,5,4375,0,0,0,576,8.38366179879172
4777770,1,2,29,2,5,2,0,3,2,2,1,0,36,1,57,18,2,,0,0,0,841,
4777770,1,1,38,1,6,2,1,3,1,2,0,1,48,1,39,180,5,11909.72265625,0,0,0,1444,9.38511037544932
4777771,1,1,49,1,6,2,1,2,1,1,0,1,48,1,83,324,5,4375,0,0,0,2401,8.38366179879172
4777771,1,2,43,2,5,2,0,2,2,1,0,0,48,1,53,12,2,2916.66674804688,0,0,0,1849,7.97819671858534
4777771,1,3,26,3,5,2,1,2,1,1,0,1,48,1,98,30,3,4375,0,0,0,676,8.38366179879172
4777771,1,6,22,9,5,2,0,2,1,1,0,1,48,1,32,36,5,3797.7041015625,0,0,0,484,8.24215197932255
4777771,1,5,26,3,5,2,1,2,2,1,0,0,60,1,97,12,2,3111.11108398438,0,0,0,676,8.04273520310182
4777772,1,2,56,2,3,2,0,2,1,1,0,1,40,1,37,120,2,4557.2451171875,0,0,0,3136,8.42447357897409
4777772,1,3,30,3,5,2,1,2,1,1,1,1,42,1,98,12,2,,0,0,0,900,
4777773,1,3,50,3,4,2,0,2,1,3,1,0,40,1,55,120,1,,0,0,0,2500,
4777773,1,5,46,3,5,2,1,2,1,1,0,1,48,1,83,168,5,7777.77783203125,0,0,0,2116,8.95902595067072
4777773,1,4,31,4,6,1,1,2,1,1,0,1,40,1,13,4,5,8750,0,0,0,961,9.07680897935166
4777774,1,2,31,2,3,2,1,2,1,1,0,1,48,1,95,72,2,5833.33349609375,0,0,0,961,8.67134389914528
4777774,1,5,40,5,3,2,0,2,1,1,0,1,48,1,55,1,4,3797.7041015625,0,0,0,1600,8.24215197932255
4777774,1,6,19,6,5,2,0,2,2,,0,0,55,1,54,10,1,1272.72729492188,0,0,0,361,7.14891735323765
4777774,1,1,33,1,4,2,0,2,1,1,0,1,60,1,54,48,1,3038.16333007812,0,0,0,1089,8.01900844407994
4777775,1,1,39,1,6,2,0,2,1,1,0,1,48,1,70,132,5,4861.111328125,0,0,0,1521,8.4890223590924
4777775,1,2,19,3,6,2,0,2,2,1,1,0,20,1,13,24,1,,0,0,0,361,
4777776,1,2,33,2,3,2,0,2,2,1,0,0,74,1,45,0,2,2463.37573242188,0,0,0,1089,7.80928793720526
4777776,1,1,40,1,6,2,1,2,1,1,0,1,48,1,30,36,5,12152.77734375,0,0,0,1600,9.40531301060941
4777777,1,1,29,1,5,2,1,2,1,1,0,1,48,1,95,108,5,8263.888671875,0,0,0,841,9.01965053925121
4777777,1,2,29,2,5,2,0,2,1,1,0,1,48,1,62,9,5,3797.7041015625,0,0,0,841,8.24215197932255
4777778,1,1,41,1,6,2,1,3,1,1,0,1,66,1,58,276,5,11350.7373046875,0,0,9e+05,1681,9.33703798156511
4777779,1,1,35,1,6,2,1,2,1,2,0,1,84,1,58,120,5,2500,0,0,5e+05,1225,7.82404601085629
4777779,1,2,36,2,6,2,0,2,1,1,0,1,40,1,30,7,5,7000,0,0,0,1296,8.85366542803745
4777780,1,7,22,5,4,2,1,3,2,3,1,0,8,1,41,6,1,,0,0,0,484,
4777780,1,4,28,5,4,2,1,3,2,,1,0,12,1,45,6,1,,0,0,0,784,
4777780,1,3,60,5,4,2,1,3,2,3,0,0,10,1,45,36,2,3500,0,0,240000,3600,8.16051824747751
4777780,1,5,27,5,5,2,0,3,2,3,1,0,48,1,39,7,2,,0,0,0,729,
4777781,1,1,42,1,5,2,1,2,1,1,0,1,48,1,51,168,2,,0,0,5e+05,1764,
4777781,1,2,34,2,6,2,0,2,1,1,0,1,40,1,33,132,5,11083.3330078125,0,0,0,1156,9.31319772804559
4777781,1,3,18,3,5,2,1,2,2,1,0,0,24,1,33,3,2,4375,0,0,0,324,8.38366179879172
4777782,1,2,44,5,4,2,0,1,2,3,1,0,25,1,55,240,1,,0,0,0,1936,
4777784,1,1,53,1,3,2,1,2,1,1,0,1,48,1,99,54,5,3797.7041015625,0,0,2e+05,2809,8.24215197932255
4777785,1,1,36,1,5,2,1,2,1,1,0,1,48,1,39,96,5,3797.7041015625,0,0,0,1296,8.24215197932255
4777786,1,1,34,1,6,2,1,2,1,1,0,1,48,1,98,3,2,3797.7041015625,0,0,0,1156,8.24215197932255
4777786,1,2,31,2,6,2,0,2,1,1,0,1,48,1,39,3,5,3801.38891601562,0,0,0,961,8.24312178314872
4777787,1,3,43,3,6,2,1,2,1,1,0,1,48,1,84,6,5,6319.4443359375,0,0,0,1849,8.7513865617467
4777788,1,1,56,1,3,2,1,2,1,1,0,1,48,1,95,6,4,3797.7041015625,0,0,0,3136,8.24215197932255
4777789,1,5,25,4,5,2,1,3,2,,0,0,60,1,81,6,2,3111.11108398438,0,0,0,625,8.04273520310182
4777789,1,4,40,3,5,2,1,3,1,1,0,1,48,1,95,0,5,,0,0,0,1600,
4777789,1,3,42,3,4,2,1,3,2,3,1,0,60,1,45,72,1,,0,0,0,1764,
4777791,1,1,40,1,5,2,1,3,2,1,1,0,66,1,41,180,1,,0,0,0,1600,
4777791,1,2,30,2,6,2,0,3,1,1,1,1,40,1,41,120,1,,0,0,0,900,
4777792,1,1,36,1,9,2,1,2,1,1,0,1,48,1,95,9,3,3797.7041015625,0,0,0,1296,8.24215197932255
4777793,1,1,29,1,5,2,1,2,1,1,0,1,68,1,98,108,5,3431.37255859375,0,0,0,841,8.1407156229715
4777794,1,2,29,2,6,2,0,3,1,1,0,1,48,1,3,55,5,8166.66650390625,0,0,0,841,9.00781608793486
4777794,1,1,31,1,6,2,1,3,1,1,0,1,45,1,21,8,5,7777.77783203125,0,0,0,961,8.95902595067072
4777795,1,2,50,2,3,2,1,2,2,,0,0,60,1,97,0,1,3888.88891601562,0,0,0,2500,8.26587877011078
4777795,1,1,43,1,5,2,0,2,2,,0,0,48,1,79,2,2,2916.66674804688,0,0,0,1849,7.97819671858534
4777796,1,4,36,3,5,2,1,2,2,3,1,0,50,1,45,4,1,,0,0,0,1296,
4777796,1,1,65,1,4,2,0,2,2,3,0,0,72,1,53,12,3,2531.802734375,0,0,0,4225,7.83668687121439
4777796,1,2,44,3,5,2,0,2,1,1,0,1,48,1,32,84,5,4861.111328125,0,0,0,1936,8.4890223590924
4777797,1,3,26,3,6,2,1,2,1,1,0,1,60,1,80,58,4,3500,0,0,0,676,8.16051824747751
4777797,1,1,52,1,4,2,1,2,1,1,0,1,48,1,97,132,5,3797.7041015625,0,0,3e+05,2704,8.24215197932255
4777797,1,6,31,9,5,2,0,2,1,1,0,1,54,1,33,5,5,3888.88891601562,0,0,0,961,8.26587877011078
4777798,1,1,43,1,5,2,1,3,2,1,1,0,48,1,85,288,1,,0,0,0,1849,
4777799,1,2,34,2,5,2,0,2,2,1,0,0,60,1,45,3,2,,0,0,0,1156,
4777799,1,1,25,1,5,2,1,2,2,1,1,0,60,1,45,24,2,,0,0,0,625,
4777800,1,1,41,1,6,2,0,4,1,1,0,1,72,1,21,20,5,14583.3330078125,0,0,0,1681,9.58763458079622
4777800,1,2,45,2,6,2,1,4,1,1,1,1,40,1,8,12,1,,0,0,0,2025,
4777800,1,3,23,3,6,2,1,4,1,1,0,1,40,1,2,5,5,5833.33349609375,0,0,0,529,8.67134389914528
4777801,1,1,34,1,5,2,1,2,1,1,0,1,27,1,98,30,3,6913.580078125,0,0,0,1156,8.84124288362483
4777811,1,3,32,3,6,2,0,2,2,3,0,0,50,1,45,48,2,,0,0,0,1024,
4777811,1,1,58,1,3,2,0,2,1,1,0,1,48,1,53,2,4,3797.7041015625,0,0,0,3364,8.24215197932255
4777812,1,1,61,1,5,2,1,3,2,3,1,0,48,1,45,360,2,,0,0,0,3721,
4777812,1,2,28,3,6,2,0,3,2,3,1,0,10,1,13,10,1,,0,0,0,784,
4777813,1,3,50,3,6,2,0,4,2,,1,0,25,1,19,10,1,,0,0,0,2500,
4777814,1,2,29,2,5,2,1,2,1,1,0,1,48,1,39,24,5,3797.7041015625,0,0,0,841,8.24215197932255
4777814,1,1,26,1,4,2,0,2,2,3,0,0,50,1,53,1,3,3266.66674804688,0,0,0,676,8.09152540090286
4777821,1,1,35,1,6,2,1,4,1,1,0,1,50,1,12,204,5,65333.33203125,0,0,0,1225,11.0872576296147
4777821,1,2,36,2,6,2,0,4,1,1,0,1,40,1,21,48,4,46666.66796875,0,0,0,1296,10.7507854408251
4777822,1,1,27,1,6,1,1,4,1,1,0,1,24,1,21,36,3,,0,0,0,729,
4777825,1,1,42,1,6,2,1,4,1,1,1,1,60,1,2,144,5,,0,0,0,1764,
4777825,1,2,32,2,6,2,0,4,1,1,1,1,50,1,9,96,5,,0,0,0,1024,
4777826,1,2,25,3,6,2,0,3,1,1,0,1,48,1,44,5,4,3797.7041015625,0,0,0,625,8.24215197932255
4777826,1,1,62,1,5,2,0,3,2,1,1,0,40,1,79,96,1,,0,0,0,3844,
4777831,1,1,47,1,5,2,0,2,1,1,0,1,48,1,39,156,5,3797.7041015625,0,0,0,2209,8.24215197932255
4777832,1,1,36,1,6,1,0,4,1,1,0,1,60,1,39,84,5,13611.111328125,0,0,0,1296,9.51864174757458
4780046,1,1,43,1,3,2,1,1,1,1,0,1,50,1,95,9,5,5133.33349609375,0,0,0,1849,8.54351053144019
4780047,1,1,20,1,6,2,0,3,1,1,0,1,40,1,3,15,5,7000,0,0,0,400,8.85366542803745
4780066,1,1,48,1,4,2,0,1,1,1,0,1,48,1,55,204,3,3553.47216796875,0,0,3e+05,2304,8.17568047994945
4780277,1,1,61,1,6,2,1,2,1,1,0,1,48,1,33,38,5,,0,0,0,3721,
4780277,1,2,33,3,6,2,1,2,1,1,1,1,41,1,13,10,5,,0,0,0,1089,
4780278,1,2,48,3,6,2,0,2,1,1,0,1,45,1,39,276,5,9182.962890625,0,0,0,2304,9.1251051865104
4780280,1,1,31,1,6,2,1,2,1,1,0,1,40,1,85,26,5,9333.3330078125,0,0,0,961,9.141347465612
4780281,1,1,48,1,3,2,1,2,2,1,0,0,48,1,84,180,2,,0,0,1500000,2304,
4780281,1,2,35,2,4,2,0,2,2,1,1,0,48,1,79,120,1,,0,0,0,1225,
4780281,1,3,18,3,6,2,0,2,1,1,0,1,60,1,45,1,5,3038.16333007812,0,0,0,324,8.01900844407994
4780283,1,1,54,1,6,2,0,6,1,1,0,1,40,1,8,48,5,,0,0,0,2916,
4782203,1,1,30,1,5,2,0,2,2,2,1,0,77,1,57,6,2,,0,0,0,900,
4782207,1,1,57,1,6,2,1,3,1,1,0,1,48,1,40,144,4,3797.7041015625,6666666.66666667,0,0,3249,8.24215197932255
4782207,1,2,42,2,5,2,0,3,1,1,0,1,45,1,32,84,4,4050.88452148438,0,0,0,1764,8.30669053662121
4782208,1,2,20,9,5,2,1,3,2,,0,0,55,1,52,7,2,5090.9091796875,0,0,0,400,8.53521171435753
4782208,1,1,31,1,6,2,1,3,2,,1,0,14,1,59,70,2,,0,0,0,961,
4782209,1,2,34,2,5,2,0,2,1,1,0,1,56,1,59,5,5,3255.17504882812,0,0,0,1156,8.08800133163848
4782209,1,1,36,1,5,2,1,2,1,1,0,1,40,1,97,8,5,4557.2451171875,0,0,0,1296,8.42447357897409
4782211,1,1,44,1,6,2,0,3,1,1,0,1,48,1,3,48,2,3797.7041015625,0,0,0,1936,8.24215197932255
4782211,1,3,26,3,6,2,1,3,1,1,0,1,48,1,21,4,5,13125,0,0,0,676,9.48227408745982
4782211,1,2,28,3,6,2,0,3,1,1,0,1,48,1,6,20,2,3797.7041015625,0,0,0,784,8.24215197932255
4782212,1,1,54,1,5,2,0,3,2,1,0,0,50,1,59,11,2,1866.66662597656,0,0,0,2916,7.53190956625686
4782212,1,2,64,2,5,2,1,3,1,1,1,1,48,1,98,6,1,,0,0,0,4096,
4782212,1,3,25,3,6,2,1,3,2,1,0,0,14,1,59,5,5,3666.66674804688,0,0,0,625,8.207038285307
4782213,1,1,32,1,6,2,1,6,1,1,0,1,40,1,21,96,4,43750,1666666.66666667,0,1.2e+07,1024,10.6862468917858
4782214,1,1,38,1,4,2,0,2,2,,1,0,40,1,57,72,1,,0,0,0,1444,
4782214,1,2,20,3,5,2,1,2,1,2,0,1,60,1,58,10,5,1866.66662597656,0,0,0,400,7.53190956625686
4782215,1,1,55,1,6,2,1,6,1,1,0,1,40,1,21,216,4,,0,0,0,3025,
4782215,1,2,25,3,6,2,1,6,1,1,0,1,40,1,45,33,5,19833.333984375,0,0,0,625,9.89511933569124
4782216,1,2,27,5,6,2,1,6,1,1,0,1,48,1,4,60,5,,0,0,0,729,
4782216,1,1,26,1,6,2,0,6,1,1,1,1,60,1,9,24,5,,0,0,0,676,
4782217,1,2,27,2,1,1,0,3,2,1,1,0,18,1,79,12,1,,0,0,0,729,
4782217,1,1,28,1,5,2,1,3,1,1,0,1,46,1,45,121,5,10144.927734375,0,0,0,784,9.22472912895953
4782218,1,2,60,2,4,2,0,2,2,1,1,0,60,1,45,144,1,,0,0,0,3600,
4782218,1,1,71,1,4,2,1,2,2,1,0,0,54,1,45,24,1,864.197509765625,0,0,0,5041,6.76180134194499
4782218,1,3,36,3,5,2,1,2,1,1,0,1,98,1,42,144,5,,0,0,0,1296,
4782219,1,1,37,1,6,2,1,6,1,1,0,1,70,1,21,9,5,26666.666015625,0,0,0,1369,10.1911696005738
4782219,1,2,36,2,6,2,0,6,1,1,0,1,50,1,45,96,5,18666.666015625,0,0,0,1296,9.83449464617194
4782220,1,1,49,1,5,2,0,2,1,,0,0,40,1,54,6,1,3500,0,0,0,2401,8.16051824747751
4782221,1,1,51,1,6,2,1,6,1,1,0,1,40,1,13,132,5,,0,0,0,2601,
4782221,1,2,44,2,6,2,0,6,1,1,0,1,40,1,21,12,5,145833.328125,0,0,3e+06,1936,11.8902196603974
4782222,1,1,50,1,6,2,0,3,1,1,0,1,48,1,59,24,1,4861.111328125,0,0,0,2500,8.4890223590924
4782222,1,2,48,5,5,2,0,3,2,1,1,0,30,1,41,60,1,,0,0,0,2304,
4782223,1,1,50,1,1,2,1,2,2,3,1,0,40,1,45,84,1,,0,0,0,2500,
4782223,1,4,19,3,6,2,0,2,2,,0,0,20,1,45,0,2,5600,0,0,0,361,8.63052187672324
4782224,1,1,37,1,6,2,1,6,1,1,1,1,70,1,8,36,1,,0,0,0,1369,
4782224,1,2,36,2,6,2,0,6,1,1,0,1,40,1,13,24,5,26250,0,0,0,1296,10.1754212680198
4782225,1,2,38,2,6,2,0,6,1,1,0,1,40,1,21,18,5,100333.3359375,0,0,0,1444,11.5162532810181
4782225,1,1,39,1,6,2,1,6,1,1,0,1,40,1,44,110,5,75833.3359375,0,0,0,1521,11.2362932630457
4782226,1,2,41,2,6,2,0,6,1,1,0,1,48,1,12,252,5,24305.5546875,0,0,6e+05,1681,10.0984601911694
4782226,1,1,43,1,6,2,1,6,1,1,1,1,48,1,12,48,1,,0,0,0,1849,
4782227,1,2,45,2,6,2,0,3,1,1,0,1,43,1,12,216,5,16279.0693359375,0,0,0,2025,9.69763547182528
4782227,1,1,54,1,6,2,1,3,1,2,0,1,30,1,13,128,5,19444.4453125,0,0,0,2916,9.87531672021229
4782228,1,2,41,2,6,1,1,3,1,1,0,1,48,1,11,48,5,52013.890625,0,0,0,1681,10.8592660892952
4782228,1,1,39,1,6,2,0,3,1,1,0,1,60,1,13,72,4,5055.5556640625,0,0,0,1521,8.52824304906573
4782229,1,1,54,1,6,2,1,6,1,1,0,1,50,1,21,144,5,70000,0,0,0,2916,11.1562505210315
4782230,1,2,50,2,4,2,0,2,1,1,0,1,48,1,37,204,3,3888.88891601562,0,0,0,2500,8.26587877011078
4782230,1,1,68,1,5,2,1,2,2,1,1,0,15,1,84,6,1,,0,0,0,4624,
4782231,1,1,46,1,5,2,0,2,1,1,0,1,50,1,79,48,5,4666.66650390625,0,0,0,2116,8.44820028505205
4782232,1,1,39,1,6,1,0,6,1,1,0,1,30,1,19,84,5,38888.890625,0,0,0,1521,10.5684639007722
4782232,1,2,37,2,6,2,1,6,1,1,0,1,45,1,21,72,5,67407.40625,0,0,0,1369,11.1185101758783
4782233,1,1,38,1,5,2,1,2,2,,0,0,48,1,45,2,2,4375,0,0,0,1444,8.38366179879172
4782234,1,1,31,1,6,1,0,2,2,,0,0,40,1,53,3,2,3500,0,0,0,961,8.16051824747751
4782235,1,1,48,1,6,2,1,6,1,1,0,1,48,1,21,150,4,,0,0,0,2304,
4782235,1,2,46,2,6,2,0,6,1,1,0,1,48,1,21,150,4,,0,0,0,2116,
4782236,1,1,33,1,5,2,0,3,1,1,0,1,51,1,21,3,2,3660.13061523438,0,0,0,1089,8.20525411298115
4782236,1,2,31,5,5,2,1,3,1,1,0,1,54,1,45,72,4,6049.3828125,0,0,0,961,8.70771153135825
4782237,1,1,34,1,6,2,0,3,1,1,0,1,66,1,21,60,5,2761.96655273438,0,0,0,1156,7.92369822409663
4782239,1,1,37,1,6,2,1,6,1,1,0,1,40,1,21,48,5,,0,0,0,1369,
4782240,1,1,32,1,6,2,0,6,1,1,0,1,50,1,12,6,4,,0,0,0,1024,
4782240,1,2,34,2,6,2,1,6,1,1,0,1,40,1,8,11,5,,0,0,0,1156,
4782241,1,1,54,1,4,2,0,3,2,3,1,0,26,1,53,0,1,,0,0,0,2916,
4782241,1,2,18,3,4,2,1,3,2,3,0,0,54,1,53,24,3,3888.88891601562,0,0,0,324,8.26587877011078
4782241,1,3,39,5,3,2,1,3,1,1,0,1,50,1,58,1,5,4900,0,0,0,1521,8.49699048409872
4782244,1,1,41,1,5,1,1,3,1,1,0,1,48,1,16,240,3,,0,0,1100000,1681,
4782244,1,2,49,2,5,1,0,3,1,1,0,1,30,1,16,36,3,,0,0,0,2401,
4782245,1,1,35,1,4,2,1,2,2,1,1,0,60,1,79,36,1,,0,0,0,1225,
4782245,1,2,36,2,5,2,0,2,2,1,1,0,65,1,79,36,1,,0,0,0,1296,
4782246,1,1,47,1,6,2,1,6,1,1,0,1,48,1,21,24,5,,0,0,0,2209,
4782246,1,2,47,2,6,2,0,6,1,1,1,1,20,1,7,4,3,,0,0,1500000,2209,
4782246,1,3,24,3,6,2,1,6,2,1,0,0,60,1,21,18,3,,0,0,0,576,
4782252,1,1,34,1,5,2,1,3,2,3,1,0,100,1,80,172,1,,0,0,0,1156,
4782252,1,2,30,2,6,2,0,3,1,3,1,0,105,1,80,120,1,,0,0,0,900,
4782254,1,1,58,1,6,2,1,3,2,1,0,0,72,1,51,60,3,,0,0,0,3364,
